"代號","名稱","股價日期","成交","股價最高","股價最低","成交張數","5日均線","10日均線","月均線","季均線"
="3188","鑫龍騰","09/09","14.15","14.15","13.95","104","14.08↗","14↗","13.87↗","14.08↘"
="3191","和進","09/09","39.25","39.3","38.8","115","39.12↗","39.04↗","39.07↗","42.81↘"
="3202","樺晟","09/09","22.85","22.85","20.65","14,092","20.94↗","20.38↗","19.32↗","18.87↗"
="3205","佰研","09/09","38.2","38.25","37.9","26","38.08↘","38.4↘","38.86↘","40.99↘"
="3206","志豐","09/09","31.45","31.85","30.85","670","30.75↗","29.77↗","29.91↗","28.93↗"
="3207","耀勝","09/09","10.95","10.95","10.85","30","10.92↘","11.01↘","11.17↘","11.49↘"
="3211","順達","09/09","82.4","82.4","81.2","595","82.42↘","81.9↗","81.4↗","80.01↗"
="3213","茂訊","09/09","47","47.15","46.8","163","47.17↗","46.02↗","45.79↗","46.56↘"
="3217","優群","09/09","113","115","109","1,909","116.9↘","118.2↘","118.1↘","117.7↗"
="3218","大學光","09/09","297","297","284","1,964","288.1↗","269↗","247.4↗","198.3↗"
="3219","倚強股份","09/09","32.7","34","32.7","60","36.81↘","33.68↗","25.65↗","19.75↗"
="3221","台嘉碩","09/09","25.1","25.15","24.35","584","25.4↘","25.7↗","25.4↘","24.74↗"
="3224","三顧","09/09","53.5","53.9","52.9","257","53.34↗","53.17→","53.1↗","53.91↗"
="3226","至寶電","09/09","53.4","53.4","53.4","4","53.6↗","53.13↗","53.56↗","53.73↘"
="3227","原相","09/09","179","179","171","3,723","175.8↗","175.1↗","177.3↘","187.5↗"
="3228","金麗科","09/09","80.2","80.2","78","991","82.66↗","73.58↗","67.4↗","62.44↗"
="3230","錦明","09/09","6.9","6.9","6.32","1,167","6.39↗","6.32↗","6.36↘","6.34↗"
="3232","昱捷","09/09","18.9","19","18.4","171","19.01↗","18.75↗","17.74↗","17.81↘"
="3234","光環","09/09","41.85","42.1","40.55","1,319","42.45↘","42.62↘","43.61↘","45.77↗"
="3236","千如","09/09","22.85","23","22.3","368","23.04↘","22.58↗","22.54↘","20.69↗"
="3252","海灣","09/09","16.7","16.85","16.65","26","16.61↗","16.47↗","16.4↗","17.06↗"
="3259","鑫創","09/09","20.25","20.6","20","307","19.79↗","19.2↗","18.19↗","16.41↗"
="3260","威剛","09/09","53.7","54","52.9","1,472","54↗","53.33↗","53.63↘","57.28↘"
="3264","欣銓","09/09","33.05","33.05","32.5","2,531","32.85↗","32.85↗","33.23↘","32.54↗"
="3265","台星科","09/09","24","24","23.6","76","23.95↗","23.74↗","23.65↘","24.33↗"
="3268","海德威","09/09","16.75","16.75","15.2","1,216","15.78↗","15.19↗","14.77↗","13.84↗"
="3272","東碩","09/09","66","67.9","62.8","7,241","73.4↘","73.15↗","61.55↗","38.21↗"
="3276","宇環","09/09","9.43","9.53","9.05","11","9.17↗","9.19↗","9.35↘","9.74↗"
="3284","太普高","09/09","11.7","11.7","11.25","21","11.59↗","11.27↗","11.07↘","12.07↘"
="3285","微端","09/09","24.05","25","23.2","2,507","21.61↗","19.07↗","17.91↗","16.53↗"
="3287","廣寰科","09/09","32.45","33.1","30.6","1,216","34.3↗","30.34↗","23.57↗","17.16↗"
="3288","點晶","09/09","10.65","10.95","10.65","22","11.34↘","10.7↗","10.29↗","10.2↗"
="3289","宜特","09/09","62.7","63","61","878","62.76↘","62.49↗","61.7↘","63.28↗"
="3290","東浦","09/09","13.9","14","13.7","89","14.13↘","13.98↗","13.71↗","13.82↗"
="3293","鈊象","09/09","834","836","810","2,593","868.4↘","889.2↘","845.6↗","781.5↗"
="3294","英濟","09/09","17.1","17.2","16.45","498","16.61↗","16.16↗","15.32↗","14.23↗"
="3297","杭特","09/09","12","12","11.9","49","12.09↗","11.96↘","12.12↘","12.43↘"
="3303","岱稜","09/09","23.9","23.9","23.3","196","24.02↗","23.79↗","23.42↗","23.13↘"
="3306","鼎天","09/09","18.35","18.35","18.05","7","18.47↘","18.36↗","18.22↗","18.39↗"
="3310","佳穎","09/09","27.9","28.2","27.9","44","27.85↗","27.7↘","27.8↗","28.12↘"
="3313","斐成","09/09","11.75","12","11.65","133","12.1↘","12.28↘","12.73↘","13.78↘"
="3317","尼克森","09/09","35.8","36.05","34.9","313","36.16↘","36.74↘","35.89↗","36.92↘"
="3322","建舜電","09/09","7.9","7.92","7.78","158","7.82↗","7.81↗","7.56↗","7.31↗"
="3323","加百裕","09/09","44.2","45.2","43.65","3,928","45.24↘","46.02↗","43.21↗","36.91↗"
="3324","雙鴻","09/09","221","223","215.5","1,311","225.1↘","224.6↘","226.6↘","206.9↗"
="3325","旭品","09/09","38.55","39.05","36.3","11,226","37.44↗","36.46↗","32.94↗","28.28↗"
="3332","幸康","09/09","33.7","34","33.05","85","34.61↗","33.34↗","32.23↗","30.94↗"
="3339","泰谷","09/09","4.06","4.23","3.9","133","4.08↗","4.02↘","4.02↘","3.79↗"
="3354","律勝","09/09","12.9","13.05","12.85","60","12.82↗","12.44↗","12.29↗","12.48↗"
="3360","尚立","09/09","15.45","15.6","15.2","310","15.5↘","15.54↗","15.49↘","15.88↘"
="3362","先進光","09/09","34.95","35.05","34","251","34.92↘","34.42↗","34.34↘","36.17↘"
="3363","上詮","09/09","28.75","29.35","28.3","712","29.07↘","29.25↘","29.55↗","27.9↗"
="3372","典範","09/09","9.15","9.16","8.86","154","8.86↗","8.81↗","8.7↗","8.83↗"
="3373","熱映","09/09","99.9","99.9","98.3","1,189","102.8↘","105.2↘","107.6↘","117.4↘"
="3374","精材","09/09","126.5","126.5","122.5","4,961","126.6↘","125.6↗","121↘","118.6↗"
="3379","彬台","09/09","12.55","13.05","12.35","861","13.15↘","12.74↗","12.04↗","10.01↗"
="3388","崇越電","09/09","62.9","62.9","62.6","25","62.82↗","62.89→","63.17↘","63.51↘"
="3390","旭軟","09/09","14.15","14.35","14","117","14.27↘","14.32→","14.52↘","15.32↘"
="3402","漢科","09/09","27.15","27.15","27","73","27.2↘","27.48↘","27.3↘","28.38↘"
="3426","台興","09/09","36","36","36","0","35.94↗","35.86↘","37.18↘","38.17↗"
="3434","哲固","09/09","13","13.05","12.9","19","13.08↗","12.8↗","12.64↗","12.12↗"
="3441","聯一光","09/09","26.6","26.85","26.45","60","27.1↘","27.03↗","26.7↘","27.67↗"
="3444","利機","09/09","35.65","35.65","34.75","114","35.83↘","35.88↘","35.91↘","37.77↘"
="3455","由田","09/09","52","52","51.3","244","52.48↗","51.9↗","51.15↗","50.29↗"
="3465","進泰電子","09/09","107.5","107.5","99.5","153","98.56↗","95.76↗","92.53↗","76.53↗"
="3466","致振","09/09","13.4","13.4","13","90","13.19↗","13.18↗","13.26↗","13.87↘"
="3479","安勤","09/09","54.7","54.8","53.9","112","54.88↘","55.86↘","55.1↘","59.56↘"
="3483","力致","09/09","88.8","89.3","83.5","2,833","88.96↘","90.28↘","88.45↗","76.56↗"
="3484","崧騰","09/09","36.35","36.5","35.85","673","36.08↘","36.38↘","35.37↗","29.88↗"
="3489","森寶","09/09","13.45","14.65","13.35","2,154","13.86↘","13.76↘","13.73↘","12.32↗"
="3490","單井","09/09","28.6","29.25","27.25","2,565","28.78↘","27.3↗","25.31↗","22.17↗"
="3491","昇達科","09/09","74.5","74.5","73.2","204","76.44↘","77.17↘","77.63↘","81.2↘"
="3492","長盛","09/09","15.05","15.1","14.7","12","14.97↗","15.07↘","15.45↘","16.03↘"
="3498","陽程","09/09","37.95","37.95","37.1","261","37.78→","37.56↗","36.31↗","36.3↗"
="3499","環天科","09/09","10.4","10.7","10.35","459","10.37↗","10.39→","10.35↘","11.09↘"
="3508","位速","09/09","20.85","21.75","19.8","1,899","20.66↗","18.67↗","17.59↗","18.22↗"
="3511","矽瑪","09/09","24.65","24.7","23.75","114","24.49↘","24.54↗","24.2↗","24.88↘"
="3512","皇龍","09/09","27.35","27.35","27.3","10","27.69↘","28.3↘","28.76↘","28.53↘"
="3516","亞帝歐","09/09","14","14.1","13.75","199","13.99↗","14.14↗","13.69↗","12.35↗"
="3520","華盈","09/09","18","18.1","17.7","110","17.82↗","18.17↘","17.9→","17.15↗"
="3521","鴻翊","09/09","10.8","10.9","10.8","13","10.88↘","10.98↗","10.94↘","11.39↘"
="3522","御頂","09/09","10.85","11.15","10.7","111","10.94↘","11.01↘","10.83↗","10.97↘"
="3523","迎輝","09/09","17.5","17.5","16.8","291","17.62↘","17.51↗","17.11↗","15.47↗"
="3526","凡甲","09/09","86","86.3","85.4","423","86.68↘","87.04↘","87.67↘","90.32↘"
="3527","聚積","09/09","90","90.2","88","215","91.92↘","92.45↗","90.21↘","92.21↘"
="3529","力旺","09/09","495","495","460","1,153","493.5↘","510.6↘","546.7↘","530.3↗"
="3531","先益","09/09","21.65","21.65","21.5","18","21.6↘","21.64↗","21.5↗","22.58↘"
="3537","堡達","09/09","32.05","32.1","31.6","372","33.05↘","33.72↘","33.57↘","36.47↘"
="3540","曜越","09/09","72.3","72.3","68.4","7,303","75.26↘","79.55↘","77.52↗","59.8↗"
="3541","西柏","09/09","61.7","61.8","61.2","67","62.18↘","62.05↗","62.52↘","72.1↘"
="3546","宇峻","09/09","72.5","72.5","70.7","194","72.6↘","74.25↘","75.93↘","84.41↘"
="3548","兆利","09/09","66.5","67.3","65.3","462","65.88↗","66.39↗","64.83↗","64.17↗"
="3551","世禾","09/09","51","51.3","49.5","284","50.98↘","51.77↘","50.5↗","51.41↗"
="3552","同致","09/09","90.4","92.5","85","2,621","89.56↘","91.84↘","94.51↘","77.2↗"
="3555","重鵬","09/09","33.4","33.65","33.4","3","33.13↗","33.09↘","33.54↘","32.71↗"
="3556","禾瑞亞","09/09","55.3","55.4","54.7","324","56.16↘","55.67↘","55.3↘","59.54↘"
="3558","神準","09/09","91.2","91.8","90.6","88","92.56↘","92.72↘","93.54↘","100.4↘"
="3564","其陽","09/09","24.2","24.75","24","29","24.19↘","24.5↘","24.68↘","26.53↘"
="3567","逸昌","09/09","25.45","25.45","25.3","57","25.5↗","25.54↗","25.3↗","25.82↘"
="3570","大塚","09/09","86.4","86.4","85.6","12","86.52↘","86.8↘","87.83↘","92.28↘"
="3577","泓格","09/09","30.4","30.75","29.65","61","30.46↘","30.53↘","30.58↘","31.11↗"
="3580","友威科","09/09","25.15","25.15","24.3","87","25.07↘","24.98↗","24.08↗","24.1↗"
="3581","博磊","09/09","23.15","23.15","20.65","1,853","22.3↗","21↗","20.45↗","17.11↗"
="3587","閎康","09/09","88.2","88.7","85.2","362","88.16↘","88.29↗","87.25↘","87↗"
="3594","磐儀","09/09","27.4","27.85","26.25","3,104","26.05↗","25.47↗","24.33↗","23.58↗"
="3597","映興","09/09","20.25","21","19","506","19.79↗","18.4↗","17.71↗","16.96↗"
="3609","東林","09/09","33.7","34","32.95","74","33.67↗","30.64↗","27.9↗","29.13↗"
="3611","鼎翰","09/09","179","179.5","177.5","26","178.9↘","178.6↗","175.9↗","182.3↘"
="3615","安可","09/09","20.35","20.6","19.7","1,275","20.25↗","19.07↗","18.22↗","17.18↗"
="3623","富晶通","09/09","15.75","15.95","15.5","46","15.63↗","15.34↗","15.29↘","15.42↘"
="3624","光頡","09/09","25.9","25.9","25","612","25.46↗","25.26↗","24.83↗","25.28↘"
="3625","西勝","09/09","15.05","15.2","15","164","15.14↗","15.06↘","15.01↗","14.94↘"
="3628","盈正","09/09","44.05","45.6","40.65","894","42.85↗","38.68↗","36.44↗","35.47↗"
="3629","地心引力","09/09","76.2","76.2","76.2","0","76.42↘","77.31↘","78.68↗","67.38↗"
="3630","新鉅科","09/09","43.4","43.5","42.85","617","44.52↘","44.32↗","43.74↘","47.25↘"
="3631","晟楠","09/09","40.55","41.5","40.05","10","40.66↘","41.3↘","42.13↗","42.39↘"
="3632","研勤","09/09","9.3","9.4","9.2","64","9.23↗","9.16↗","9.57↘","10.95↘"
="3642","駿熠電","09/09","15.1","15.3","15.1","5","15.12↘","15.28↗","15.3↘","16.31↘"
="3646","艾恩特","09/09","19.75","19.95","18.4","770","19.99↗","18.6↗","17.93↗","17.14↗"
="3652","精聯","09/09","20","20.25","19.95","15","19.7↗","19.32↗","19.36↘","19.75↗"
="3663","鑫科","09/09","19.5","19.6","18.95","316","18.88↗","18.66↗","18.97↘","19.09↗"
="3664","安瑞-KY","09/09","10.7","10.7","10.55","11","10.82↘","10.79↘","11.03↘","11.5↘"
="3666","光耀","09/09","29","29.35","27.5","1,164","28.78→","27.92↗","25.04↗","19.76↗"
="3672","康聯訊","09/09","18.2","18.2","17.65","9","18.14↗","18↗","18.17↘","16.31↗"
="3675","德微","09/09","70.9","72.6","68.7","1,198","69.42↗","69.46↗","68.6↗","73.24↗"
="3680","家登","09/09","247","251","240","1,592","252.5↘","261.2↘","258.2↘","270.8↗"
="3684","榮昌","09/09","35.5","35.5","35.5","1","35.29↗","35.13↘","35.5↘","37.22↘"
="3685","元創精密","09/09","17.3","17.3","17.3","2","17.48↘","17.64↘","18.19↘","19.22↘"
="3687","歐買尬","09/09","49.65","50.5","49.1","131","49.77↘","50.92↘","51.56↘","55.91↘"
="3689","湧德","09/09","33.15","33.6","32.6","388","33.66↘","34.57↘","35.37↗","31.62↗"
="3691","碩禾","09/09","131.5","136","128","2,686","131.2↗","121.7↗","115.5↗","105.9↗"
="3693","營邦","09/09","58.3","59.3","57.5","68","58.88↘","60.41↘","60.36↘","66.06↘"
="3707","漢磊","09/09","28.9","29.1","28","3,788","28.4↗","27.64↗","28.07↘","28.46↗"
="3709","鑫聯大投控","09/09","23","23.3","22.8","31","22.95↗","22.55↗","21.97↗","20.94↗"
="3710","連展投控","09/09","8.99","9.07","8.78","1,442","8.93↘","8.96↗","8.82↗","8.51↗"
="3713","新晶投控","09/09","70.8","71.2","69.1","475","72.9↘","74.32↘","68.54↗","54.25↗"
="4102","永日","09/09","30.4","31.95","29","2,267","30.53↘","31.23↘","31.64↘","33.17↗"
="4105","東洋","09/09","67.8","67.8","67.2","246","67.58↘","68.07↗","67.93↘","72.4↘"
="4107","邦特","09/09","138.5","139","136","105","135.7↗","136.8↘","139.1↘","149.3↗"
="4109","加捷生醫","09/09","14.35","14.65","14.3","198","14.41↘","14.51↘","14.47↘","15.96↘"
="4111","濟生","09/09","25.2","25.2","25","160","25.3↘","25.58↘","25.79↘","27.46↘"
="4113","聯上","09/09","15","15.15","14.75","415","15.15↘","15.18↘","15.21↘","15.05↗"
="4114","健喬","09/09","26.9","27.35","26.65","6,594","26.51↗","26.52↗","26.67↘","25.78↗"
="4116","明基醫","09/09","32.2","32.2","31.75","37","31.78↗","31.71↗","31.87↘","34.03↘"
="4120","友華","09/09","53.4","54","53.2","213","54.48↘","54.91↘","54.9↘","54.09↗"
="4121","優盛","09/09","18.85","19.05","18.75","357","18.77↘","19.04↘","19.43↘","20.13↗"
="4123","晟德","09/09","79.6","82.2","78.1","21,752","79.44↗","80.03↗","76.39↗","77.7↗"
="4126","太醫","09/09","71.7","72.3","71.1","513","73.12↘","74.2↘","75.41↘","82.64↘"
="4127","天良","09/09","12.3","12.4","12.25","76","12.39↘","12.49↘","12.77↘","14.39↗"
="4128","中天","09/09","76.2","79.9","75.2","4,912","78.02↘","81.24↘","84.87↘","83.65↗"
="4129","聯合","09/09","34.5","34.6","34.1","59","34.34↘","34.82↘","34.5↗","35.35→"
"4129A","聯合甲特","09/09","47.6","47.6","47.6","0","47.55↗","47.48↗","47.33↗","48↘"
="4130","健亞","09/09","39.1","39.1","37","19,408","34.64↗","34.52↗","35.52↗","38.41↗"
="4131","晶宇","09/09","10.75","11","10.75","22","10.86↗","10.41↗","10.37↗","10.13↗"
="4138","曜亞","09/09","49.2","49.7","47.3","247","47.9↗","47.54↗","47.11↗","49.94↘"
="4139","馬光-KY","09/09","55.6","56.1","52.5","76","55.66↘","56.25↘","55.09↗","54.03↗"
="4147","中裕","09/09","105","106.5","104","864","107.2↘","111.3↘","103.7↗","94.81↗"
="4152","台微體","09/09","69.1","70.8","68","321","68.56↘","69.39↘","69.91↘","81.72↘"
="4153","鈺緯","09/09","24.35","24.75","24.15","28","24.52↗","23.34↗","22.76↗","26.72↘"
="4154","康樂-KY","09/09","32.1","32.3","31.9","22","32.08↗","32.03↘","32.09↗","33.06↗"
="4157","太景*-KY","09/09","21.95","22.35","21.8","2,257","21.85↘","22.49↘","23.33↘","24.95↗"
="4160","創源","09/09","26.45","26.6","26.4","30","26.5↘","26.66↘","27.25↘","29.13↘"
="4161","聿新科","09/09","27","27","26.4","45","26.53↗","26.58↗","26.62↘","29.79↘"
="4162","智擎","09/09","70","70.2","69","389","69.9↘","70.46↘","70.05↘","75.09↗"
="4163","鐿鈦","09/09","100.5","100.5","99.8","120","100.8↗","102.6↘","110.9↘","119.6↘"
="4167","松瑞藥","09/09","34.85","35.4","34.7","4,133","34.18↗","34.13↗","33.41↗","35.94↗"
="4168","醣聯","09/09","29.05","29.6","28.55","416","29.42↘","29.8↘","29.05↗","30.93↗"
="4171","瑞基","09/09","204","216","203","1,191","205.8↗","205↘","204.9↗","282.4↘"
="4173","久裕","09/09","23.05","23.15","22.7","488","22.42↗","22.49↗","22.81↗","23.51↗"
="4174","浩鼎","09/09","115.5","116","114.5","162","116.2↘","117.6↘","116.7↗","119.1↗"
="4175","杏一","09/09","70.5","70.6","70.1","34","70.62→","70.76↘","70.09↗","72.79↘"
="4183","福永生技","09/09","23","23.1","22.4","48","22.96↘","23.15↘","22.38↗","22.57↗"
="4188","安克","09/09","21.5","21.75","20.4","213","20.68↗","20.48↗","20.3↗","24.32↘"
="4192","杏國","09/09","67.8","69.9","67.1","376","69.48↘","73.47↘","76.63↘","81.07↗"
="4198","環瑞醫","09/09","11.75","11.75","11.75","450","9.83↗","7.99↗","6.36↗","5.62↗"
="4205","中華食","09/09","89.6","89.7","89.5","10","89.56↘","89.64↘","89.72↘","89.7↗"
="4207","環泰","09/09","11.4","11.4","11.3","217","11.36→","11.38→","11.41↗","11.2↗"
="4303","信立","09/09","25.1","25.7","24.6","311","26.7↗","24.08↗","22.08↗","21.4↗"
="4304","勝昱","09/09","4.79","4.79","4.79","2","4.78↘","4.78↗","4.75↘","4.86↗"
="4305","世坤","09/09","32.3","32.3","32.3","1","32.11↗","32.14↘","32.53↘","33.72↘"
="4401","東隆興","09/09","26.45","26.45","26.2","61","26.34↗","26.34↘","26.68↘","27.04↘"
="4402","福大","09/09","5.31","5.36","5.3","44","5.29↗","5.34↘","5.4↗","5.54↗"
="4406","新昕纖","09/09","8.48","8.48","8.48","1","8.39↗","8.37↗","8.54↘","8.77↘"
="4413","飛寶企業","09/09","19.6","20","19","484","18.83↘","19.7↘","19.41↗","15.25↗"
="4416","三圓","09/09","80","80","80","1","79.88↘","80.08↘","80.44↘","80.83↗"
="4417","金洲","09/09","32","32.1","31.55","100","31.7↗","31.6↗","31.34↗","31.23↗"
="4419","元勝","09/09","6.7","6.7","6.7","0.0","6.7→","6.7↘","6.83↘","7.1↗"
="4420","光明","09/09","23.1","23.4","23.1","17","23.12↘","23.4↘","23.44↘","23.36↘"
="4429","聚紡","09/09","31.9","31.9","31.5","4","31.6↗","30.92↗","31.03↗","31.92↘"
="4430","耀億","09/09","24.6","24.8","24.2","47","24.33↗","24.48↘","25.18↘","25.5↘"
="4432","銘旺實","09/09","21.65","21.9","21.05","298","20.69↗","20.4↗","19.83↗","16.54↗"
="4433","興采","09/09","47","47.25","46.25","579","47.1↘","47.31↗","46.94↗","40.83↗"
="4502","健信","09/09","53.3","53.3","52.3","14","53.34↗","52.24↗","52.44↘","52.25↗"
="4503","金雨","09/09","17.8","18.3","17.65","49","18.12↘","18.76↘","19.43↘","20.11↗"
="4506","崇友","09/09","55.8","56","55.7","5","55.66↘","55.75↘","55.9↗","57.13↘"
="4510","高鋒","09/09","11.75","11.8","11.15","410","11.38↗","10.73↗","10.35↗","10.16↗"
="4513","福裕","09/09","7.59","7.59","7.36","93","7.54↗","7.43↗","7.35↗","7.43↗"
="4523","永彰","09/09","34.4","35.95","32.3","753","34.38↗","31.22↗","28.27↗","25.04↗"
="4527","方土霖","09/09","27.95","28","27.9","34","27.94↘","28.02→","27.78↗","26.62↗"
="4528","江興鍛","09/09","41.75","42","40.1","63","42.51↘","42.76↘","41.35↗","40.91↘"
="4529","淳紳","09/09","9.47","9.6","9.36","127","9.63↘","9.28↗","8.94↗","9.12↘"
="4530","宏易","09/09","10","10","10","22","9.9↗","9.99↘","10.35↘","10.72↘"
="4533","協易機","09/09","11.55","11.55","11.35","287","11.45→","11.45↗","11.52↘","11.57↗"
="4534","慶騰","09/09","7.43","7.45","7.21","149","7.27↗","7.22↗","7.14↗","7.36↗"
="4535","至興","09/09","24.65","24.65","24.4","17","24.4↗","24.4↗","24.43↘","25.81↘"
="4538","大詠城","09/09","15.2","15.35","14.95","9","15.34→","15.24↗","14.98↗","14.98↗"
="4541","晟田","09/09","18.8","18.85","18.65","30","18.97↘","19.16↘","19.12↘","19.51↘"
="4542","科嶠","09/09","22.05","22.05","21.05","59","21.45↗","21.29↗","21.06↗","21.98↘"
="4543","萬在","09/09","16.15","16.15","15.7","35","16.22→","16.17↗","15.32↗","14.87↗"
="4549","桓達","09/09","70.1","70.1","69","125","72.38↘","73.25↘","71.86↘","70.56↘"
="4550","長佳","09/09","22.8","23.4","22.45","197","22.14↗","21.96↗","21.88↗","24.17↘"
="4554","橙的","09/09","20.7","20.7","20.4","11","20.48↗","20.68↘","21.13↘","20.34↘"
="4556","旭然","09/09","38.1","38.1","38.1","0","38.18↘","38.2↗","38.28↘","36.94↗"
="4561","健椿","09/09","24.95","25.25","24.6","61","24.88↗","24.48↗","24.48↗","25.48↘"
="4563","百德","09/09","33.45","33.6","33","13","32.8↗","32.79↗","32.98↘","34.73↘"
="4568","科際精密","09/09","75.6","77","74.6","231","78.54↘","82.15↘","75.09↗","64.22↗"
="4580","捷流閥業","09/09","100.5","100.5","99.5","53","100.2↗","99.83↗","99.17→","103↘"
="4609","唐鋒","09/09","7.75","7.75","7.75","1","7.43↗","7.32↗","7.41↘","8.07↘"
="4702","中美實","09/09","9.67","9.75","9.29","42","9.47↗","9.29↗","9.47↘","9.9↘"
="4706","大恭","09/09","16.2","16.2","16.05","14","16.06↗","16.02↘","16.01↗","16.12↗"
="4707","磐亞","09/09","11.6","11.8","11.3","6,589","11.51↗","11.05↗","11.21↗","11.11↗"
="4711","永純","09/09","13.45","13.45","13.35","24","13.4↗","13.41↗","13.44↗","13.5↘"
="4712","南璋","09/09","10.5","10.5","10.3","30","10.39↗","10.29↗","10.35↘","11.04↗"
="4714","永捷","09/09","14.3","14.35","13.85","1,211","14.89↘","14.82↘","14.71↘","15.28↗"
="4716","大立","09/09","14.65","14.85","14.55","113","14.84↗","14.69↘","14.34↗","14.17↗"
="4721","美琪瑪","09/09","66.5","66.5","64.1","672","66.9↘","65.85↗","63.71↗","62.98↗"
="4726","永昕","09/09","49","50.5","47.45","2,528","47.86↗","48.9↗","48.08↗","48.63↗"
="4728","雙美","09/09","64","64.3","63.2","80","65.06↘","66.63↘","68.56↘","75.43↘"
="4729","熒茂","09/09","16.8","17.15","15.05","2,532","15.28↗","15.23↗","15.67↗","18.52↘"
="4735","豪展","09/09","103","104.5","101.5","426","106↘","106.3↘","106↘","98.37↗"
="4736","泰博","09/09","194","200","193.5","965","199.8↘","203.4↘","209.5↘","241.7↘"
="4741","泓瀚","09/09","31.85","31.85","31.65","14","32.02↘","32.68↘","32.46↘","29.99↗"
="4743","合一","09/09","302","318","295","3,998","300.2↘","314.2↘","305.6↗","271↗"
="4744","皇將","09/09","30.9","31.25","30.85","83","31.04↘","31.32↘","31.8↘","34.79↘"
="4745","合富-KY","09/09","31.6","31.85","31.5","35","31.58↘","31.82↘","32↘","34.44↘"
="4747","強生","09/09","37.9","38.1","37.5","41","37.84↘","38.21↘","38.52↘","39.74↘"
="4754","國碳科","09/09","40.8","40.8","40.8","7","41.02↘","41.38↘","41.63↘","48.15↘"
="4760","勤凱","09/09","70.8","71.3","70.4","161","71.44↘","72.13↘","73.74↘","75.13↘"
="4767","誠泰科技","09/09","19.6","19.6","19.6","7","19.64↘","19.62↘","19.98↘","21.37↘"
="4803","VHQ-KY","09/09","58","58.5","54.7","253","56.68↗","56.46↗","54.6↗","61.83↘"
="4804","大略-KY","09/09","8.95","8.95","8.94","4","8.92↗","8.92↗","8.98↘","9.13↘"
="4806","昇華","09/09","7.7","7.7","7.51","3","7.72↘","7.96↘","8.58↘","9.42↘"
="4903","聯光通","09/09","8.9","8.99","8.72","201","8.97↘","8.84↗","8.97↘","9.84↘"
="4905","台聯電","09/09","46.3","46.3","46.3","2","46.32↘","46.45↘","46.6↘","47.81↘"
="4907","富宇","09/09","28.95","29.15","28.7","21","28.99↗","28.49↗","28.42↗","28.52↗"
="4908","前鼎","09/09","33.45","33.7","32.2","248","33.86↘","34.14↘","34.42↘","38.63↘"
="4909","新復興","09/09","17.45","17.5","17.2","178","17.49↗","17.1↗","16.73↗","16.43↗"
="4911","德英","09/09","39.25","39.45","39","10","39.65↗","38.12↗","37.3↗","39.28↗"
="4924","欣厚-KY","09/09","10.85","11","10.4","179","11.51↘","10.86↗","9.88↗","7.88↗"
="4931","新盛力","09/09","22.95","22.95","21.95","173","23.01↘","23.18↗","22.78↘","24.74↘"
="4933","友輝","09/09","31.05","31.95","29.85","1,428","31.07↘","30.66↗","28.17↗","25.94↗"
="4939","亞電","09/09","15.85","15.9","15.55","814","15.67↘","15.4↗","14.89↗","14.07↗"
="4944","兆遠","09/09","14.85","15.2","14.5","276","14.75↗","13.93↗","13.2↗","11.72↗"
="4946","辣椒","09/09","12.4","12.6","11.15","161","11.32↗","11.37↗","11.44↗","12.18↘"
="4950","牧東","09/09","9.39","9.45","9.05","71","9.74↘","10.39↘","8.94↗","7.13↗"
="4953","緯軟","09/09","93.5","96.8","92.3","2,910","101.6↘","100.8↘","96.18↗","87.15↗"
="4966","譜瑞-KY","09/09","1065","1065","1010","755","1084↘","1084.5↘","1097.1↘","1081↗"
="4971","IET-KY","09/09","53.5","53.5","52.6","65","52.78↗","51.65↗","51.03↗","52.29↘"
="4972","湯石照明","09/09","27.7","27.7","27.6","13","27.75↗","27.74↗","27.66↘","28.16↘"
="4973","廣穎","09/09","22.85","22.95","22.3","148","22.69↗","22.6↗","22.59↘","26.14↘"
="4974","亞泰","09/09","52.5","52.6","52.2","232","53.34↘","53.23↘","53.41↘","54↘"
="4979","華星光","09/09","29.3","30.15","28.35","3,540","29.4↘","28.92↗","29.15↗","28.49↗"
="4987","科誠","09/09","47.75","48","47.6","8","47.87↘","47.79↗","47.65↗","48.27↘"
="4991","環宇-KY","09/09","48.4","48.6","47.95","129","48.35↗","47.9↗","48.31↘","51.6↘"
="4995","晶達","09/09","39.5","40","38.1","26","40.08↘","39.94↘","39.9↘","41.65↘"
="5009","榮剛","09/09","16.75","16.75","16.5","490","16.51↗","16.22↗","15.9↗","15.8↗"
="5011","久陽","09/09","19","19.7","18.7","433","18.75↗","18.48↗","18.52↘","17.39↗"
="5013","強新","09/09","25.95","25.95","25.25","28","25.81↗","25.65↘","25.59↗","25.3↗"
="5014","建錩","09/09","10","10.25","9.82","1,133","10.24↗","10.07↗","9.08↗","8.49↗"
="5015","華祺","09/09","31.8","31.9","31.7","22","32.09↗","32.21↘","31.66→","32.79↘"
="5016","松和","09/09","29.5","29.5","29.5","0","29.34↗","29.12↗","29.03↗","28.82↗"
="5102","富強","09/09","15.4","15.45","15.4","25","15.39↗","15.36↗","15.34↗","15.34↘"
="5201","凱衛","09/09","32","32.05","31.75","43","32.13↘","32.3→","32.41↘","32.51↘"
="5202","力新","09/09","14.6","14.6","14.2","14","14.73↘","15.08↘","14.99↘","15.05↗"
