"代號","名稱","股價日期","成交","股價最高","股價最低","成交張數","5日均線","10日均線","月均線","季均線"
="6640","均華","09/09","44","44.1","43","26","43.38↗","43.53↗","43.45↗","43.9↘"
="6642","富致","09/09","35.5","35.6","35.5","7","35.65↘","35.83↘","35.84↗","35.94↗"
="6643","M31","09/09","297","297","289.5","201","305.4↘","304.2↘","305.5↘","336.3↘"
="6649","台生材","09/09","32","32","31.9","42","32.44↘","32.44↘","32.9↘","34.43↗"
="6654","天正國際","09/09","51","52.5","50.9","40","51.84↘","52.6↘","53.75↘","58.71↘"
="6662","樂斯科","09/09","35.05","35.3","35.05","18","35.43↘","35.94↘","36.44↘","39.21↘"
="6664","群翊","09/09","61.5","61.7","61.1","60","62.04↘","62.51↘","62.59↗","63.97↘"
="6667","信紘科","09/09","58","58.3","57.4","101","59.06↘","59.63↘","59.78↗","62.95↘"
="6679","鈺太","09/09","229","235","225","3,450","229.1↗","222.8↗","211↗","196.5↗"
="6680","鑫創電子","09/09","62","62","62","1","62.2↘","62.07↘","62.22↘","64.66↘"
="6683","雍智科技","09/09","261","263.5","252","658","264.8↘","268.4↘","277.1↘","308.6↗"
="6690","安碁資訊","09/09","171","171","166.5","38","170.9↘","172.2↘","173.4↘","174.8↗"
="6697","東捷資訊","09/09","40.55","41","40.15","16","41.71↘","42.23↘","41.82↘","45.9↘"
="6716","應廣","09/09","70.6","71.9","69.8","41","71.6↘","69.95↗","69.1↘","69.91↘"
="6732","昇佳電子","09/09","804","818","795","730","860.4↘","885.4↘","846.4↗","842.7↘"
="6803","崑鼎","09/09","214","214","212.5","22","214.4↘","214.8→","214.2↘","216.8↘"
="7402","邑錡","09/09","29","29.5","29","3","29.45→","28.87↗","28.8↘","31.13↘"
="8024","佑華","09/09","9.49","9.5","9.31","22","9.46↗","9.4↗","9.41↘","9.54↗"
="8027","鈦昇","09/09","70.5","70.5","65.6","4,697","70.16↗","64.13↗","59.28↗","54.82↗"
="8032","光菱","09/09","21.25","21.25","21.1","6","21.22↗","21.28↗","21.26↗","21.86↘"
="8034","榮群","09/09","20.05","20.35","19.3","752","20.42↘","20.72↘","21.37↘","23.22↘"
="8038","長園科","09/09","30.35","30.5","30.1","60","30.89↘","30.49↗","30.01↗","30.27↘"
="8040","九暘","09/09","14.7","14.7","14.45","201","14.63→","14.56↗","14.63↘","15.48↘"
="8042","金山電","09/09","35.3","35.65","35.05","95","35.8↘","36.01↘","35.76↗","35.71↗"
="8043","蜜望實","09/09","24.35","24.35","23.95","69","24.25↗","24.18↗","24.64↘","25.22↘"
="8044","網家","09/09","106","106.5","103.5","452","106.9↘","109.6↘","110.3↘","119.2↘"
="8047","星雲","09/09","10.05","10.3","9.99","39","9.97↗","10.1↘","9.94↗","9.87↘"
="8048","德勝","09/09","29.3","29.3","28.25","97","28.77↗","28.48↗","28.29↗","29.65↘"
="8049","晶采","09/09","19.6","19.6","19.4","442","19.86↘","19.76↗","20.15↘","21.72↘"
="8050","廣積","09/09","44.5","44.7","43.8","339","45.59↘","46.38↘","45.23↗","42.4↗"
="8054","安國","09/09","18.2","18.35","17.6","331","18.32↘","18.1↗","17.59↗","17.96↗"
="8059","凱碩","09/09","13.25","13.25","13","195","13.22↘","13.56↘","13.42↘","13.66↗"
="8064","東捷","09/09","13.85","14.15","13.8","248","14.02↗","13.88↗","13.85↘","14.57↘"
="8066","來思達","09/09","56.5","56.6","54.4","261","55.02↗","55.46↗","54.17↗","58.66↘"
="8067","志旭","09/09","8.8","8.8","8.8","3","8.83↗","8.82↗","8.96↘","9.17↘"
="8068","全達","09/09","28.4","28.75","27.25","23","28.24↘","28.36→","28.4↗","26.78↗"
="8069","元太","09/09","41.15","41.6","40.25","13,481","40.58→","40.73↗","40.78↘","41.1↗"
="8071","能率網通","09/09","12.35","12.35","12.2","80","12.52↘","12.62↘","12.6↗","12.72↘"
="8074","鉅橡","09/09","16.3","16.3","16.05","15","16.31↘","16.26↗","16.34↘","16.76↘"
="8076","伍豐","09/09","27.05","27.1","26.75","173","27.3↘","27.34↘","27.76↘","29.05↘"
="8077","洛碁","09/09","7.77","7.78","7.31","51","7.67↗","7.81↘","7.98↘","9.42↘"
="8080","永利聯合","09/09","3.6","3.8","3.58","230","3.44↗","3.31↗","3.23↗","3.13↗"
="8083","瑞穎","09/09","175.5","176","175","31","175.1↗","171.9↗","167.4↗","165.7↗"
="8084","巨虹","09/09","45","45.2","43.6","312","45.05↘","45.7↗","45.99↗","47.48↘"
="8085","福華","09/09","4.9","4.94","4.72","644","4.84↗","4.69↗","4.51↗","4.29↗"
="8086","宏捷科","09/09","89","89","86.6","1,917","88↗","87.4↘","87.79↘","93.48↘"
="8087","華鎂鑫","09/09","7.45","7.45","7.45","0","7.42→","7.37↗","7.3↗","6.89↗"
="8088","品安","09/09","23.75","23.9","23.5","246","23.99↘","23.89↘","23.93↘","26.8↘"
="8091","翔名","09/09","71.3","71.6","69.6","315","72.96↘","74.6↘","74.54↘","71.74↗"
="8092","建暐","09/09","10.15","10.15","9.9","57","10.03↗","9.86↗","9.98↘","10↗"
="8093","保銳","09/09","9.67","10","9.3","815","9.92↘","9.72↗","9.22↗","8.58↗"
="8096","擎亞","09/09","12.8","12.85","12.45","1,094","12.82↘","12.84↗","12.62↗","12.26↗"
="8097","常珵","09/09","12.5","12.5","12.4","11","12.36↗","12.27↗","12.27↘","12.21↗"
="8099","大世科","09/09","21.9","21.95","21.6","173","21.86↗","21.45↗","21.48↘","22.59↗"
="8107","大億金茂","09/09","15.4","15.4","15.3","24","15.35↗","15.42→","15.24↗","15.61↘"
="8109","博大","09/09","67.5","67.7","67","17","68.02↘","67.73↗","67.28↗","67.63↘"
="8111","立碁","09/09","17.7","17.7","16.45","8,602","16.24↗","14.77↗","13.57↗","12.42↗"
="8121","越峰","09/09","14.9","14.9","13.75","799","15.07↘","15.2↗","13.8↗","11.77↗"
="8147","正淩","09/09","40.65","40.7","40","25","41.05↘","41.3↘","41.49↘","42.14↘"
="8155","博智","09/09","123","124","121","313","123.7↘","124.6↘","127.8↘","136.9↘"
="8171","天宇","09/09","38.8","41","37.7","4,169","37.32↗","34.14↗","30.28↗","23.24↗"
="8176","智捷","09/09","8.8","8.8","8.68","43","8.71↗","8.61↗","8.59↗","8.84↗"
="8182","加高","09/09","28.7","28.75","28.2","265","28.79↘","28.66↗","28.76↘","28.87↗"
="8183","精星","09/09","19.25","19.25","18.6","1,052","20.05↘","20.08↘","19.7↗","18.43↗"
="8234","新漢","09/09","23.25","23.45","23","68","24.09↘","24.23↘","23.98↘","23.89↗"
="8240","華宏","09/09","28.65","28.9","28.5","156","28.71↘","28.73↗","27.42↗","25.88↗"
="8255","朋程","09/09","83.3","83.4","82.3","109","82.82↗","81.9↗","81.32↗","83.01↘"
="8277","商丞","09/09","6.79","6.79","6.51","231","6.78↗","6.6↗","6.51↗","6.38↗"
="8279","生展","09/09","123","124","122","40","122.8↗","123.8↘","125.7↘","119.1↗"
="8284","三竹","09/09","51.1","51.4","50.8","57","51.78↘","51.96↗","52.1↘","57.48↘"
="8289","泰藝","09/09","11.9","11.9","11.65","128","11.95→","11.92↗","12.06↘","12.03↗"
="8291","尚茂","09/09","3.15","3.23","3.01","66","3.05↗","3.09↘","3.17↗","3.04↗"
="8299","群聯","09/09","276.5","278","273","1,069","277.9↘","277.2↘","278.3↘","293.3↘"
="8342","益張","09/09","53.7","54","53.7","17","54.52↘","54.9→","54.26↘","53.33↘"
="8349","恒耀","09/09","50.3","50.5","49.2","122","50.04↘","49.89↗","47.65↗","48↘"
"8349A","恒耀甲特","09/09","42","42","42","3","42.11↘","42.22↘","42.25↘","42.89↘"
="8354","冠好","09/09","17.4","17.4","17.3","7","17.37↘","17.42↘","17.42↘","17.79↘"
="8358","金居","09/09","39","39.15","37.8","2,931","38.21↗","38.08↗","38.26↘","40.1↘"
="8383","千附","09/09","38.3","38.3","37.95","262","38.3↘","38.21↗","37.43↗","38.63↗"
="8390","金益鼎","09/09","24.15","24.4","23.9","660","24.23↘","24.47↘","24.83↘","25.33↗"
="8401","白紗科","09/09","11","11.05","11","10","11.03↗","11.06↘","11.07↘","11.31↘"
